No;User_id;User_Name;Item_id;Item_name;Rating;PostDate;Bintang_Hotel
276;5381;SC;2;Grand Ambarrukmo Yogyakarta;5.0;20/11/2021;4
277;497;Andi Yahya Lubis;2;Grand Ambarrukmo Yogyakarta;3.6;17/11/2021;4
278;3327;Ketut Rama Wijaya;2;Grand Ambarrukmo Yogyakarta;4.6;16/11/2021;4
279;6386;YK;2;Grand Ambarrukmo Yogyakarta;4.6;15/11/2021;4
280;4742;Raesita Mariana Sam;2;Grand Ambarrukmo Yogyakarta;5.0;12/11/2021;4
281;1553;DF;2;Grand Ambarrukmo Yogyakarta;5.0;12/11/2021;4
282;2902;Ika Mauluddhina;2;Grand Ambarrukmo Yogyakarta;5.0;12/11/2021;4
283;5573;slamet sunarto;2;Grand Ambarrukmo Yogyakarta;3.6;08/11/2021;4
284;1972;Elvira Wijaya;2;Grand Ambarrukmo Yogyakarta;5.0;07/11/2021;4
285;328;Akhmad Kurniawan;2;Grand Ambarrukmo Yogyakarta;5.0;05/11/2021;4
286;1728;Djoko Hariyanto;2;Grand Ambarrukmo Yogyakarta;4.0;05/11/2021;4
287;3058;Irenne Puella;2;Grand Ambarrukmo Yogyakarta;4.0;04/11/2021;4
288;5;AA;2;Grand Ambarrukmo Yogyakarta;3.8;31/10/2021;4
289;6565;ZA;2;Grand Ambarrukmo Yogyakarta;3.8;22/10/2021;4
290;2467;GB;2;Grand Ambarrukmo Yogyakarta;3.8;20/10/2021;4
291;4248;NH;2;Grand Ambarrukmo Yogyakarta;5.0;20/10/2021;4
292;1549;Dewi Windyasari;2;Grand Ambarrukmo Yogyakarta;4.0;12/10/2021;4
293;4049;Muhammad Ikhsan;2;Grand Ambarrukmo Yogyakarta;5.0;12/10/2021;4
294;36;AC;2;Grand Ambarrukmo Yogyakarta;5.0;30/09/2021;4
295;5110;RIZAL SE;2;Grand Ambarrukmo Yogyakarta;4.2;24/09/2021;4
296;6407;Yohan Vanama Mike Delli Kurniawan;2;Grand Ambarrukmo Yogyakarta;5.0;16/09/2021;4
297;5035;Rina Fadliah;2;Grand Ambarrukmo Yogyakarta;3.2;07/09/2021;4
298;3591;LP;2;Grand Ambarrukmo Yogyakarta;5.0;02/09/2021;4
299;1212;Chandra Purnomo;2;Grand Ambarrukmo Yogyakarta;5.0;31/08/2021;4
300;4719;RA;2;Grand Ambarrukmo Yogyakarta;4.0;25/08/2021;4
301;705;AR;2;Grand Ambarrukmo Yogyakarta;4.0;20/08/2021;4
302;1220;Chelsea Suoth;2;Grand Ambarrukmo Yogyakarta;5.0;24/07/2021;4
